FIPS,State,"County, State",Year,Cost Per Meal, Weighted weekly $ needed by FI , Weighted Annual Food Budget Shortfall 
2066,AK,"Copper River Census Area, Alaska",2022,$5.09 ,$31.57 ,"$412,000.00 "
2068,AK,"Denali Borough, Alaska",2019,$3.83 ,$21.58 ,"$223,000.00 "
2068,AK,"Denali Borough, Alaska",2020,$4.01 ,$21.27 ,"$265,000.00 "
2068,AK,"Denali Borough, Alaska",2021,$4.47 ,$26.05 ,"$237,000.00 "
2068,AK,"Denali Borough, Alaska",2022,$4.96 ,$30.74 ,"$205,000.00 "
2070,AK,"Dillingham Census Area, Alaska",2019,$4.16 ,$23.45 ,"$576,000.00 "
2070,AK,"Dillingham Census Area, Alaska",2020,$4.69 ,$24.87 ,"$543,000.00 "
2070,AK,"Dillingham Census Area, Alaska",2021,$5.06 ,$29.48 ,"$617,000.00 "
2070,AK,"Dillingham Census Area, Alaska",2022,$5.50 ,$34.09 ,"$765,000.00 "
2090,AK,"Fairbanks North Star Borough, Alaska",2019,$3.65 ,$20.60 ,"$6,867,000.00 "
2090,AK,"Fairbanks North Star Borough, Alaska",2020,$4.01 ,$21.27 ,"$5,832,000.00 "
2090,AK,"Fairbanks North Star Borough, Alaska",2021,$4.47 ,$26.05 ,"$6,615,000.00 "
2090,AK,"Fairbanks North Star Borough, Alaska",2022,$4.96 ,$30.74 ,"$10,004,000.00 "
2100,AK,"Haines Borough, Alaska",2019,$3.69 ,$20.78 ,"$221,000.00 "
2100,AK,"Haines Borough, Alaska",2020,$3.89 ,$20.65 ,"$269,000.00 "
2100,AK,"Haines Borough, Alaska",2021,$4.64 ,$27.04 ,"$246,000.00 "
2100,AK,"Haines Borough, Alaska",2022,$5.08 ,$31.46 ,"$258,000.00 "
2105,AK,"Hoonah-Angoon Census Area, Alaska",2019,$3.49 ,$19.69 ,"$191,000.00 "
2105,AK,"Hoonah-Angoon Census Area, Alaska",2020,$3.93 ,$20.85 ,"$190,000.00 "
2105,AK,"Hoonah-Angoon Census Area, Alaska",2021,$4.69 ,$27.30 ,"$224,000.00 "
2105,AK,"Hoonah-Angoon Census Area, Alaska",2022,$5.12 ,$31.76 ,"$337,000.00 "
2110,AK,"Juneau City and Borough, Alaska",2019,$3.46 ,$19.52 ,"$1,959,000.00 "
2110,AK,"Juneau City and Borough, Alaska",2020,$3.87 ,$20.55 ,"$1,858,000.00 "
2110,AK,"Juneau City and Borough, Alaska",2021,$4.62 ,$26.91 ,"$2,253,000.00 "
2110,AK,"Juneau City and Borough, Alaska",2022,$5.05 ,$31.31 ,"$3,182,000.00 "
2122,AK,"Kenai Peninsula Borough, Alaska",2019,$4.47 ,$25.17 ,"$6,024,000.00 "
2122,AK,"Kenai Peninsula Borough, Alaska",2020,$4.55 ,$24.16 ,"$5,534,000.00 "
2122,AK,"Kenai Peninsula Borough, Alaska",2021,$4.92 ,$28.65 ,"$5,875,000.00 "
2122,AK,"Kenai Peninsula Borough, Alaska",2022,$5.34 ,$33.12 ,"$8,068,000.00 "
2130,AK,"Ketchikan Gateway Borough, Alaska",2019,$3.63 ,$20.47 ,"$1,112,000.00 "
2130,AK,"Ketchikan Gateway Borough, Alaska",2020,$3.78 ,$20.06 ,"$1,029,000.00 "
2130,AK,"Ketchikan Gateway Borough, Alaska",2021,$4.51 ,$26.27 ,"$1,251,000.00 "
2130,AK,"Ketchikan Gateway Borough, Alaska",2022,$4.93 ,$30.57 ,"$1,613,000.00 "
2150,AK,"Kodiak Island Borough, Alaska",2019,$3.91 ,$22.05 ,"$1,037,000.00 "
2150,AK,"Kodiak Island Borough, Alaska",2020,$4.42 ,$23.46 ,"$946,000.00 "
2150,AK,"Kodiak Island Borough, Alaska",2021,$4.78 ,$27.82 ,"$1,080,000.00 "
2150,AK,"Kodiak Island Borough, Alaska",2022,$5.19 ,$32.16 ,"$1,483,000.00 "
2158,AK,"Kusilvak Census Area, Alaska",2019,$4.48 ,$25.26 ,"$1,808,000.00 "
2158,AK,"Kusilvak Census Area, Alaska",2020,$4.42 ,$23.46 ,"$1,587,000.00 "
2158,AK,"Kusilvak Census Area, Alaska",2021,$4.78 ,$27.82 ,"$1,831,000.00 "
2158,AK,"Kusilvak Census Area, Alaska",2022,$5.19 ,$32.16 ,"$2,058,000.00 "
2164,AK,"Lake and Peninsula Borough, Alaska",2019,$3.90 ,$21.99 ,"$153,000.00 "
2164,AK,"Lake and Peninsula Borough, Alaska",2020,$4.42 ,$23.46 ,"$121,000.00 "
2164,AK,"Lake and Peninsula Borough, Alaska",2021,$4.78 ,$27.82 ,"$118,000.00 "
2164,AK,"Lake and Peninsula Borough, Alaska",2022,$5.19 ,$32.16 ,"$146,000.00 "
2170,AK,"Matanuska-Susitna Borough, Alaska",2019,$4.27 ,$24.07 ,"$9,258,000.00 "
2170,AK,"Matanuska-Susitna Borough, Alaska",2020,$4.28 ,$22.72 ,"$8,215,000.00 "
2170,AK,"Matanuska-Susitna Borough, Alaska",2021,$4.66 ,$27.13 ,"$8,930,000.00 "
2170,AK,"Matanuska-Susitna Borough, Alaska",2022,$5.09 ,$31.57 ,"$12,823,000.00 "
2180,AK,"Nome Census Area, Alaska",2019,$4.48 ,$25.26 ,"$1,448,000.00 "
2180,AK,"Nome Census Area, Alaska",2020,$4.21 ,$22.33 ,"$1,145,000.00 "
2180,AK,"Nome Census Area, Alaska",2021,$4.70 ,$27.36 ,"$1,336,000.00 "
2180,AK,"Nome Census Area, Alaska",2022,$5.21 ,$32.27 ,"$1,723,000.00 "
2185,AK,"North Slope Borough, Alaska",2019,$3.70 ,$20.84 ,"$815,000.00 "
2185,AK,"North Slope Borough, Alaska",2020,$4.01 ,$21.27 ,"$664,000.00 "
2185,AK,"North Slope Borough, Alaska",2021,$4.47 ,$26.05 ,"$940,000.00 "
2185,AK,"North Slope Borough, Alaska",2022,$4.96 ,$30.74 ,"$1,333,000.00 "
2188,AK,"Northwest Arctic Borough, Alaska",2019,$3.96 ,$22.34 ,"$1,166,000.00 "
2188,AK,"Northwest Arctic Borough, Alaska",2020,$4.01 ,$21.27 ,"$903,000.00 "
2188,AK,"Northwest Arctic Borough, Alaska",2021,$4.47 ,$26.05 ,"$1,019,000.00 "
2188,AK,"Northwest Arctic Borough, Alaska",2022,$4.96 ,$30.74 ,"$1,259,000.00 "
2195,AK,"Petersburg Borough, Alaska",2019,$3.70 ,$20.87 ,"$260,000.00 "
2195,AK,"Petersburg Borough, Alaska",2020,$3.91 ,$20.75 ,"$227,000.00 "
2195,AK,"Petersburg Borough, Alaska",2021,$4.66 ,$27.17 ,"$297,000.00 "
2195,AK,"Petersburg Borough, Alaska",2022,$5.10 ,$31.61 ,"$393,000.00 "
2198,AK,"Prince of Wales-Hyder Census Area, Alaska",2019,$3.49 ,$19.69 ,"$699,000.00 "
2198,AK,"Prince of Wales-Hyder Census Area, Alaska",2020,$3.69 ,$19.57 ,"$623,000.00 "
2198,AK,"Prince of Wales-Hyder Census Area, Alaska",2021,$4.40 ,$25.63 ,"$700,000.00 "
2198,AK,"Prince of Wales-Hyder Census Area, Alaska",2022,$4.81 ,$29.82 ,"$868,000.00 "
2220,AK,"Sitka City and Borough, Alaska",2019,$3.70 ,$20.87 ,"$621,000.00 "
2220,AK,"Sitka City and Borough, Alaska",2020,$3.91 ,$20.75 ,"$541,000.00 "
2220,AK,"Sitka City and Borough, Alaska",2021,$4.66 ,$27.17 ,"$618,000.00 "
2220,AK,"Sitka City and Borough, Alaska",2022,$5.10 ,$31.61 ,"$901,000.00 "
2230,AK,"Skagway Municipality, Alaska",2019,$3.67 ,$20.68 ,"$94,000.00 "
2230,AK,"Skagway Municipality, Alaska",2020,$3.87 ,$20.55 ,"$137,000.00 "
2230,AK,"Skagway Municipality, Alaska",2021,$4.62 ,$26.91 ,"$139,000.00 "
2230,AK,"Skagway Municipality, Alaska",2022,$5.05 ,$31.31 ,"$152,000.00 "
2240,AK,"Southeast Fairbanks Census Area, Alaska",2019,$3.80 ,$21.42 ,"$643,000.00 "
2240,AK,"Southeast Fairbanks Census Area, Alaska",2020,$4.01 ,$21.27 ,"$535,000.00 "
2240,AK,"Southeast Fairbanks Census Area, Alaska",2021,$4.47 ,$26.05 ,"$656,000.00 "
2240,AK,"Southeast Fairbanks Census Area, Alaska",2022,$4.96 ,$30.74 ,"$960,000.00 "
2261,AK,"Valdez-Cordova Census Area, Alaska",2019,$3.84 ,$21.62 ,"$682,000.00 "
2275,AK,"Wrangell City and Borough, Alaska",2019,$3.74 ,$21.07 ,"$217,000.00 "
2275,AK,"Wrangell City and Borough, Alaska",2020,$3.95 ,$20.94 ,"$178,000.00 "
2275,AK,"Wrangell City and Borough, Alaska",2021,$4.71 ,$27.42 ,"$233,000.00 "
2275,AK,"Wrangell City and Borough, Alaska",2022,$5.15 ,$31.91 ,"$310,000.00 "
2282,AK,"Yakutat City and Borough, Alaska",2019,$3.99 ,$22.47 ,"$55,000.00 "
2282,AK,"Yakutat City and Borough, Alaska",2020,$3.87 ,$20.55 ,"$37,000.00 "
2282,AK,"Yakutat City and Borough, Alaska",2021,$4.62 ,$26.91 ,"$49,000.00 "
2282,AK,"Yakutat City and Borough, Alaska",2022,$5.05 ,$31.31 ,"$76,000.00 "
2290,AK,"Yukon-Koyukuk Census Area, Alaska",2019,$3.85 ,$21.67 ,"$776,000.00 "
2290,AK,"Yukon-Koyukuk Census Area, Alaska",2020,$4.01 ,$21.27 ,"$632,000.00 "
2290,AK,"Yukon-Koyukuk Census Area, Alaska",2021,$4.47 ,$26.05 ,"$775,000.00 "
2290,AK,"Yukon-Koyukuk Census Area, Alaska",2022,$4.96 ,$30.74 ,"$970,000.00 "
4001,AZ,"Apache County, Arizona",2019,$3.28 ,$18.46 ,"$9,465,000.00 "
4001,AZ,"Apache County, Arizona",2020,$3.41 ,$18.10 ,"$8,913,000.00 "
4001,AZ,"Apache County, Arizona",2021,$3.65 ,$21.29 ,"$8,401,000.00 "
4001,AZ,"Apache County, Arizona",2022,$3.99 ,$24.72 ,"$10,631,000.00 "
4003,AZ,"Cochise County, Arizona",2019,$3.06 ,$17.25 ,"$9,332,000.00 "
4003,AZ,"Cochise County, Arizona",2020,$3.12 ,$16.54 ,"$7,965,000.00 "
4003,AZ,"Cochise County, Arizona",2021,$3.39 ,$19.73 ,"$8,272,000.00 "
4003,AZ,"Cochise County, Arizona",2022,$3.78 ,$23.43 ,"$13,186,000.00 "
4005,AZ,"Coconino County, Arizona",2019,$3.40 ,$19.14 ,"$12,019,000.00 "
4005,AZ,"Coconino County, Arizona",2020,$3.42 ,$18.16 ,"$11,422,000.00 "
4005,AZ,"Coconino County, Arizona",2021,$3.96 ,$23.04 ,"$12,747,000.00 "
4005,AZ,"Coconino County, Arizona",2022,$4.32 ,$26.77 ,"$16,905,000.00 "
4007,AZ,"Gila County, Arizona",2019,$3.20 ,$18.01 ,"$5,108,000.00 "
4007,AZ,"Gila County, Arizona",2020,$3.29 ,$17.47 ,"$4,532,000.00 "
4007,AZ,"Gila County, Arizona",2021,$3.55 ,$20.68 ,"$4,661,000.00 "
4007,AZ,"Gila County, Arizona",2022,$3.91 ,$24.27 ,"$6,624,000.00 "
4009,AZ,"Graham County, Arizona",2019,$3.03 ,$17.08 ,"$2,916,000.00 "
4009,AZ,"Graham County, Arizona",2020,$3.14 ,$16.66 ,"$2,678,000.00 "
4009,AZ,"Graham County, Arizona",2021,$3.48 ,$20.28 ,"$2,879,000.00 "
4009,AZ,"Graham County, Arizona",2022,$3.84 ,$23.80 ,"$4,057,000.00 "
4011,AZ,"Greenlee County, Arizona",2019,$3.14 ,$17.70 ,"$623,000.00 "
4011,AZ,"Greenlee County, Arizona",2020,$3.14 ,$16.66 ,"$515,000.00 "
4011,AZ,"Greenlee County, Arizona",2021,$3.48 ,$20.28 ,"$560,000.00 "
4011,AZ,"Greenlee County, Arizona",2022,$3.84 ,$23.80 ,"$931,000.00 "
4012,AZ,"La Paz County, Arizona",2019,$3.16 ,$17.81 ,"$2,091,000.00 "
4012,AZ,"La Paz County, Arizona",2020,$3.27 ,$17.35 ,"$1,936,000.00 "
4012,AZ,"La Paz County, Arizona",2021,$3.58 ,$20.83 ,"$1,593,000.00 "
4012,AZ,"La Paz County, Arizona",2022,$3.92 ,$24.28 ,"$2,291,000.00 "
4013,AZ,"Maricopa County, Arizona",2019,$3.25 ,$18.33 ,"$281,762,000.00 "
4013,AZ,"Maricopa County, Arizona",2020,$3.36 ,$17.84 ,"$263,754,000.00 "
4013,AZ,"Maricopa County, Arizona",2021,$3.59 ,$20.91 ,"$254,251,000.00 "
4013,AZ,"Maricopa County, Arizona",2022,$3.99 ,$24.72 ,"$398,051,000.00 "
4015,AZ,"Mohave County, Arizona",2019,$3.20 ,$18.01 ,"$18,983,000.00 "
4015,AZ,"Mohave County, Arizona",2020,$3.26 ,$17.31 ,"$18,203,000.00 "
4015,AZ,"Mohave County, Arizona",2021,$3.58 ,$20.83 ,"$18,219,000.00 "
4015,AZ,"Mohave County, Arizona",2022,$3.92 ,$24.28 ,"$25,801,000.00 "
4017,AZ,"Navajo County, Arizona",2019,$3.05 ,$17.20 ,"$11,815,000.00 "
4017,AZ,"Navajo County, Arizona",2020,$3.16 ,$16.78 ,"$10,770,000.00 "
4017,AZ,"Navajo County, Arizona",2021,$3.53 ,$20.54 ,"$11,103,000.00 "
4017,AZ,"Navajo County, Arizona",2022,$3.87 ,$24.00 ,"$14,806,000.00 "
4019,AZ,"Pima County, Arizona",2019,$3.22 ,$18.16 ,"$75,319,000.00 "
4019,AZ,"Pima County, Arizona",2020,$3.31 ,$17.57 ,"$69,735,000.00 "
4019,AZ,"Pima County, Arizona",2021,$3.58 ,$20.83 ,"$71,064,000.00 "
4019,AZ,"Pima County, Arizona",2022,$3.94 ,$24.44 ,"$108,366,000.00 "
4021,AZ,"Pinal County, Arizona",2019,$3.14 ,$17.71 ,"$27,789,000.00 "
4021,AZ,"Pinal County, Arizona",2020,$3.19 ,$16.93 ,"$25,512,000.00 "
4021,AZ,"Pinal County, Arizona",2021,$3.43 ,$20.00 ,"$23,347,000.00 "
4021,AZ,"Pinal County, Arizona",2022,$3.83 ,$23.74 ,"$38,449,000.00 "
4023,AZ,"Santa Cruz County, Arizona",2019,$2.64 ,$14.90 ,"$3,056,000.00 "
4023,AZ,"Santa Cruz County, Arizona",2020,$2.72 ,$14.42 ,"$2,860,000.00 "
4023,AZ,"Santa Cruz County, Arizona",2021,$3.00 ,$17.46 ,"$3,326,000.00 "
4023,AZ,"Santa Cruz County, Arizona",2022,$3.31 ,$20.49 ,"$5,238,000.00 "
4025,AZ,"Yavapai County, Arizona",2019,$3.40 ,$19.14 ,"$18,231,000.00 "
4025,AZ,"Yavapai County, Arizona",2020,$3.51 ,$18.63 ,"$17,104,000.00 "
4025,AZ,"Yavapai County, Arizona",2021,$3.81 ,$22.20 ,"$17,043,000.00 "
4025,AZ,"Yavapai County, Arizona",2022,$4.21 ,$26.11 ,"$25,553,000.00 "
4027,AZ,"Yuma County, Arizona",2019,$2.80 ,$15.81 ,"$18,314,000.00 "
4027,AZ,"Yuma County, Arizona",2020,$2.86 ,$15.18 ,"$15,843,000.00 "
4027,AZ,"Yuma County, Arizona",2021,$3.21 ,$18.70 ,"$16,853,000.00 "
4027,AZ,"Yuma County, Arizona",2022,$3.57 ,$22.12 ,"$25,836,000.00 "
5001,AR,"Arkansas County, Arkansas",2019,$3.00 ,$16.93 ,"$1,510,000.00 "
5001,AR,"Arkansas County, Arkansas",2020,$3.02 ,$16.04 ,"$1,270,000.00 "
5001,AR,"Arkansas County, Arkansas",2021,$3.33 ,$19.38 ,"$1,469,000.00 "
5001,AR,"Arkansas County, Arkansas",2022,$3.63 ,$22.49 ,"$2,087,000.00 "
5003,AR,"Ashley County, Arkansas",2019,$3.00 ,$16.93 ,"$1,685,000.00 "
5003,AR,"Ashley County, Arkansas",2020,$3.07 ,$16.30 ,"$1,646,000.00 "
5003,AR,"Ashley County, Arkansas",2021,$3.22 ,$18.74 ,"$1,921,000.00 "
5003,AR,"Ashley County, Arkansas",2022,$3.55 ,$22.00 ,"$2,722,000.00 "
5005,AR,"Baxter County, Arkansas",2019,$3.10 ,$17.47 ,"$3,546,000.00 "
5005,AR,"Baxter County, Arkansas",2020,$3.21 ,$17.04 ,"$3,379,000.00 "
5005,AR,"Baxter County, Arkansas",2021,$3.57 ,$20.76 ,"$4,239,000.00 "
5005,AR,"Baxter County, Arkansas",2022,$3.94 ,$24.39 ,"$6,081,000.00 "
5007,AR,"Benton County, Arkansas",2019,$2.96 ,$16.68 ,"$15,775,000.00 "
5007,AR,"Benton County, Arkansas",2020,$3.09 ,$16.38 ,"$14,546,000.00 "
5007,AR,"Benton County, Arkansas",2021,$3.60 ,$20.97 ,"$18,932,000.00 "
5007,AR,"Benton County, Arkansas",2022,$3.96 ,$24.53 ,"$29,763,000.00 "
5009,AR,"Boone County, Arkansas",2019,$2.69 ,$15.17 ,"$2,761,000.00 "
5009,AR,"Boone County, Arkansas",2020,$2.93 ,$15.55 ,"$2,726,000.00 "
5009,AR,"Boone County, Arkansas",2021,$3.40 ,$19.83 ,"$3,374,000.00 "
5009,AR,"Boone County, Arkansas",2022,$3.78 ,$23.45 ,"$4,858,000.00 "
5011,AR,"Bradley County, Arkansas",2019,$2.85 ,$16.08 ,"$922,000.00 "
5011,AR,"Bradley County, Arkansas",2020,$3.09 ,$16.38 ,"$805,000.00 "
5011,AR,"Bradley County, Arkansas",2021,$3.35 ,$19.52 ,"$888,000.00 "
5011,AR,"Bradley County, Arkansas",2022,$3.71 ,$22.99 ,"$1,325,000.00 "
5013,AR,"Calhoun County, Arkansas",2019,$2.86 ,$16.11 ,"$352,000.00 "
5013,AR,"Calhoun County, Arkansas",2020,$2.90 ,$15.42 ,"$313,000.00 "
5013,AR,"Calhoun County, Arkansas",2021,$3.30 ,$19.23 ,"$338,000.00 "
5013,AR,"Calhoun County, Arkansas",2022,$3.64 ,$22.56 ,"$534,000.00 "
5015,AR,"Carroll County, Arkansas",2019,$2.96 ,$16.68 ,"$2,029,000.00 "
5015,AR,"Carroll County, Arkansas",2020,$2.98 ,$15.81 ,"$1,880,000.00 "
5015,AR,"Carroll County, Arkansas",2021,$3.36 ,$19.57 ,"$2,243,000.00 "
5015,AR,"Carroll County, Arkansas",2022,$3.72 ,$23.03 ,"$3,451,000.00 "
5017,AR,"Chicot County, Arkansas",2019,$2.89 ,$16.28 ,"$1,111,000.00 "
5017,AR,"Chicot County, Arkansas",2020,$3.08 ,$16.37 ,"$1,073,000.00 "
5017,AR,"Chicot County, Arkansas",2021,$3.36 ,$19.59 ,"$1,230,000.00 "
5017,AR,"Chicot County, Arkansas",2022,$3.74 ,$23.16 ,"$1,524,000.00 "
5019,AR,"Clark County, Arkansas",2019,$3.02 ,$17.00 ,"$1,960,000.00 "
5019,AR,"Clark County, Arkansas",2020,$3.05 ,$16.19 ,"$1,861,000.00 "
5019,AR,"Clark County, Arkansas",2021,$3.39 ,$19.72 ,"$2,094,000.00 "
5019,AR,"Clark County, Arkansas",2022,$3.73 ,$23.14 ,"$2,857,000.00 "
5021,AR,"Clay County, Arkansas",2019,$2.61 ,$14.70 ,"$1,355,000.00 "
5021,AR,"Clay County, Arkansas",2020,$2.75 ,$14.60 ,"$1,223,000.00 "
5021,AR,"Clay County, Arkansas",2021,$3.02 ,$17.61 ,"$1,373,000.00 "
5021,AR,"Clay County, Arkansas",2022,$3.43 ,$21.28 ,"$1,943,000.00 "
5023,AR,"Cleburne County, Arkansas",2019,$3.10 ,$17.46 ,"$2,172,000.00 "
5023,AR,"Cleburne County, Arkansas",2020,$3.15 ,$16.75 ,"$2,052,000.00 "
5023,AR,"Cleburne County, Arkansas",2021,$3.46 ,$20.14 ,"$2,449,000.00 "
5023,AR,"Cleburne County, Arkansas",2022,$3.84 ,$23.82 ,"$3,411,000.00 "
5025,AR,"Cleveland County, Arkansas",2019,$2.95 ,$16.64 ,"$691,000.00 "
5025,AR,"Cleveland County, Arkansas",2020,$3.09 ,$16.40 ,"$582,000.00 "
5025,AR,"Cleveland County, Arkansas",2021,$3.40 ,$19.81 ,"$613,000.00 "
5025,AR,"Cleveland County, Arkansas",2022,$3.71 ,$22.99 ,"$920,000.00 "
5027,AR,"Columbia County, Arkansas",2019,$2.87 ,$16.20 ,"$2,094,000.00 "
5027,AR,"Columbia County, Arkansas",2020,$2.99 ,$15.85 ,"$1,976,000.00 "
5027,AR,"Columbia County, Arkansas",2021,$3.37 ,$19.63 ,"$2,245,000.00 "
5027,AR,"Columbia County, Arkansas",2022,$3.70 ,$22.94 ,"$3,020,000.00 "
5029,AR,"Conway County, Arkansas",2019,$2.78 ,$15.67 ,"$1,796,000.00 "
5029,AR,"Conway County, Arkansas",2020,$2.83 ,$15.04 ,"$1,711,000.00 "
5029,AR,"Conway County, Arkansas",2021,$3.19 ,$18.61 ,"$2,071,000.00 "
5029,AR,"Conway County, Arkansas",2022,$3.58 ,$22.22 ,"$2,945,000.00 "
5031,AR,"Craighead County, Arkansas",2019,$2.74 ,$15.43 ,"$8,024,000.00 "
5031,AR,"Craighead County, Arkansas",2020,$2.87 ,$15.24 ,"$8,087,000.00 "
5031,AR,"Craighead County, Arkansas",2021,$3.39 ,$19.75 ,"$10,125,000.00 "
5031,AR,"Craighead County, Arkansas",2022,$3.74 ,$23.19 ,"$14,601,000.00 "
5033,AR,"Crawford County, Arkansas",2019,$2.72 ,$15.31 ,"$4,815,000.00 "
5033,AR,"Crawford County, Arkansas",2020,$2.89 ,$15.32 ,"$4,671,000.00 "
5033,AR,"Crawford County, Arkansas",2021,$3.28 ,$19.12 ,"$5,586,000.00 "
5033,AR,"Crawford County, Arkansas",2022,$3.67 ,$22.76 ,"$8,058,000.00 "
5035,AR,"Crittenden County, Arkansas",2019,$2.96 ,$16.67 ,"$4,044,000.00 "
5035,AR,"Crittenden County, Arkansas",2020,$3.12 ,$16.56 ,"$4,059,000.00 "
5035,AR,"Crittenden County, Arkansas",2021,$3.30 ,$19.22 ,"$4,005,000.00 "
5035,AR,"Crittenden County, Arkansas",2022,$3.73 ,$23.10 ,"$5,724,000.00 "
5037,AR,"Cross County, Arkansas",2019,$2.79 ,$15.71 ,"$1,325,000.00 "
5037,AR,"Cross County, Arkansas",2020,$2.73 ,$14.48 ,"$1,160,000.00 "
5037,AR,"Cross County, Arkansas",2021,$3.11 ,$18.10 ,"$1,477,000.00 "
5037,AR,"Cross County, Arkansas",2022,$3.47 ,$21.49 ,"$2,138,000.00 "
5039,AR,"Dallas County, Arkansas",2019,$2.91 ,$16.38 ,"$581,000.00 "
5039,AR,"Dallas County, Arkansas",2020,$2.89 ,$15.34 ,"$465,000.00 "
5039,AR,"Dallas County, Arkansas",2021,$3.29 ,$19.14 ,"$522,000.00 "
5039,AR,"Dallas County, Arkansas",2022,$3.62 ,$22.45 ,"$735,000.00 "
5041,AR,"Desha County, Arkansas",2019,$2.88 ,$16.21 ,"$1,102,000.00 "
5041,AR,"Desha County, Arkansas",2020,$3.07 ,$16.29 ,"$993,000.00 "
5041,AR,"Desha County, Arkansas",2021,$3.35 ,$19.50 ,"$1,171,000.00 "
5041,AR,"Desha County, Arkansas",2022,$3.72 ,$23.05 ,"$1,622,000.00 "
5043,AR,"Drew County, Arkansas",2019,$2.90 ,$16.35 ,"$1,473,000.00 "
5043,AR,"Drew County, Arkansas",2020,$3.09 ,$16.42 ,"$1,409,000.00 "
5043,AR,"Drew County, Arkansas",2021,$3.37 ,$19.62 ,"$1,470,000.00 "
5043,AR,"Drew County, Arkansas",2022,$3.67 ,$22.76 ,"$2,223,000.00 "
5045,AR,"Faulkner County, Arkansas",2019,$3.01 ,$16.97 ,"$9,712,000.00 "
5045,AR,"Faulkner County, Arkansas",2020,$3.08 ,$16.32 ,"$8,819,000.00 "
5045,AR,"Faulkner County, Arkansas",2021,$3.46 ,$20.12 ,"$10,262,000.00 "
5045,AR,"Faulkner County, Arkansas",2022,$3.87 ,$23.97 ,"$15,008,000.00 "
5047,AR,"Franklin County, Arkansas",2019,$2.79 ,$15.71 ,"$1,687,000.00 "
5047,AR,"Franklin County, Arkansas",2020,$2.83 ,$15.04 ,"$1,551,000.00 "
5047,AR,"Franklin County, Arkansas",2021,$3.13 ,$18.22 ,"$1,813,000.00 "
5047,AR,"Franklin County, Arkansas",2022,$3.54 ,$21.95 ,"$2,430,000.00 "
5049,AR,"Fulton County, Arkansas",2019,$2.90 ,$16.34 ,"$1,160,000.00 "
5049,AR,"Fulton County, Arkansas",2020,$2.86 ,$15.17 ,"$1,008,000.00 "
5049,AR,"Fulton County, Arkansas",2021,$3.25 ,$18.92 ,"$1,194,000.00 "
5049,AR,"Fulton County, Arkansas",2022,$3.60 ,$22.33 ,"$1,571,000.00 "
5051,AR,"Garland County, Arkansas",2019,$2.95 ,$16.65 ,"$8,642,000.00 "
5051,AR,"Garland County, Arkansas",2020,$3.06 ,$16.24 ,"$8,575,000.00 "
5051,AR,"Garland County, Arkansas",2021,$3.49 ,$20.31 ,"$10,139,000.00 "
5051,AR,"Garland County, Arkansas",2022,$3.87 ,$23.97 ,"$14,225,000.00 "
5053,AR,"Grant County, Arkansas",2019,$3.05 ,$17.19 ,"$1,460,000.00 "
5053,AR,"Grant County, Arkansas",2020,$3.24 ,$17.19 ,"$1,351,000.00 "
5053,AR,"Grant County, Arkansas",2021,$3.56 ,$20.75 ,"$1,636,000.00 "
5053,AR,"Grant County, Arkansas",2022,$4.00 ,$24.76 ,"$2,366,000.00 "
5055,AR,"Greene County, Arkansas",2019,$2.65 ,$14.91 ,"$3,642,000.00 "
5055,AR,"Greene County, Arkansas",2020,$2.79 ,$14.83 ,"$3,464,000.00 "
5055,AR,"Greene County, Arkansas",2021,$3.17 ,$18.45 ,"$4,264,000.00 "
5055,AR,"Greene County, Arkansas",2022,$3.55 ,$22.03 ,"$6,114,000.00 "
5057,AR,"Hempstead County, Arkansas",2019,$2.74 ,$15.44 ,"$1,625,000.00 "
5057,AR,"Hempstead County, Arkansas",2020,$2.85 ,$15.11 ,"$1,545,000.00 "
5057,AR,"Hempstead County, Arkansas",2021,$3.20 ,$18.63 ,"$1,825,000.00 "
5057,AR,"Hempstead County, Arkansas",2022,$3.52 ,$21.81 ,"$2,560,000.00 "
5059,AR,"Hot Spring County, Arkansas",2019,$2.89 ,$16.31 ,"$2,918,000.00 "
5059,AR,"Hot Spring County, Arkansas",2020,$2.95 ,$15.66 ,"$2,531,000.00 "
5059,AR,"Hot Spring County, Arkansas",2021,$3.24 ,$18.89 ,"$3,168,000.00 "
5059,AR,"Hot Spring County, Arkansas",2022,$3.57 ,$22.15 ,"$4,550,000.00 "
5061,AR,"Howard County, Arkansas",2019,$2.89 ,$16.27 ,"$1,016,000.00 "
5061,AR,"Howard County, Arkansas",2020,$2.84 ,$15.08 ,"$919,000.00 "
5061,AR,"Howard County, Arkansas",2021,$3.19 ,$18.59 ,"$1,077,000.00 "
5061,AR,"Howard County, Arkansas",2022,$3.54 ,$21.97 ,"$1,533,000.00 "
5063,AR,"Independence County, Arkansas",2019,$2.81 ,$15.85 ,"$3,102,000.00 "
5063,AR,"Independence County, Arkansas",2020,$2.88 ,$15.28 ,"$2,693,000.00 "
5063,AR,"Independence County, Arkansas",2021,$3.24 ,$18.88 ,"$3,573,000.00 "
5063,AR,"Independence County, Arkansas",2022,$3.61 ,$22.37 ,"$5,191,000.00 "
5065,AR,"Izard County, Arkansas",2019,$2.88 ,$16.24 ,"$1,247,000.00 "
5065,AR,"Izard County, Arkansas",2020,$3.19 ,$16.91 ,"$1,257,000.00 "
5065,AR,"Izard County, Arkansas",2021,$3.54 ,$20.61 ,"$1,519,000.00 "
